id,cuisine
38381,mexican
38382,jamaican
38383,indian
38385,filipino
38392,spanish
38395,greek
5628,korean
5630,southern_us
38408,southern_us
5643,indian
5645,southern_us
38417,italian
5651,french
5652,french
5657,mexican
5660,french
38430,italian
5664,vietnamese
5668,british
5669,cajun_creole
5670,moroccan
5676,mexican
5686,mexican
5692,jamaican
38464,greek
38469,italian
5702,japanese
5706,japanese
5707,thai
38476,southern_us
5710,french
38481,mexican
5717,chinese
5720,vietnamese
5721,italian
5722,cajun_creole
5723,italian
5730,vietnamese
5734,mexican
5736,italian
5741,mexican
38513,southern_us
38514,thai
38516,korean
5749,french
5751,indian
38523,cajun_creole
38526,greek
38527,southern_us
38528,mexican
11103,indian
38534,greek
38536,french
38537,greek
5770,japanese
38540,southern_us
38541,cajun_creole
5774,mexican
38546,italian
5780,filipino
5783,italian
5784,southern_us
38553,moroccan
38555,indian
5791,russian
5794,indian
5799,italian
38568,french
38569,mexican
5804,cajun_creole
5805,indian
38574,moroccan
38576,italian
38577,southern_us
38578,mexican
5813,indian
5818,chinese
5820,british
5825,mexican
38594,southern_us
38598,indian
38604,mexican
38608,french
38609,korean
38610,indian
5843,korean
5844,french
5846,cajun_creole
38620,jamaican
38621,vietnamese
38625,southern_us
5859,southern_us
5861,southern_us
5868,cajun_creole
33747,irish
38646,thai
38650,greek
5885,japanese
5886,mexican
5891,italian
5892,italian
38662,filipino
38670,greek
38673,japanese
5908,chinese
38682,thai
38683,japanese
5920,italian
5922,chinese
5923,indian
5928,southern_us
5929,mexican
38699,chinese
5933,french
38704,mexican
5938,italian
38708,french
5941,mexican
38710,cajun_creole
38716,chinese
5951,indian
5952,southern_us
5957,mexican
38731,italian
38735,chinese
38736,mexican
5970,filipino
5975,cajun_creole
5987,russian
38756,russian
5995,mexican
38764,southern_us
5998,southern_us
38769,thai
6003,chinese
38773,southern_us
6009,greek
38781,japanese
38782,filipino
6018,thai
6024,spanish
6026,indian
38795,thai
38796,italian
6030,brazilian
6034,italian
6036,irish
38805,mexican
6039,cajun_creole
6042,italian
6047,jamaican
38816,italian
6049,italian
38821,italian
6058,southern_us
38829,indian
34027,thai
38840,mexican
6073,southern_us
38843,mexican
6076,italian
6077,mexican
38849,thai
6084,irish
6087,southern_us
33783,southern_us
6092,southern_us
6093,chinese
38862,mexican
38865,mexican
38869,french
6104,indian
38874,mexican
39247,chinese
6108,mexican
6109,japanese
38879,filipino
6112,british
6113,mexican
38885,spanish
38887,chinese
6120,mexican
38889,italian
38891,korean
38894,vietnamese
6127,southern_us
1295,vietnamese
11944,chinese
38900,mexican
38901,southern_us
6136,brazilian
38905,mexican
38907,mexican
6148,spanish
6149,southern_us
1025,thai
38920,mexican
38921,chinese
38926,mexican
38927,mexican
6160,italian
38931,italian
7843,UNKNOWN
38935,italian
38937,italian
6174,southern_us
17413,mexican
6176,southern_us
38945,indian
38946,cajun_creole
38950,greek
38952,spanish
38953,mexican
38963,mexican
38965,southern_us
38972,british
38977,mexican
6212,greek
6213,mexican
38983,mexican
6217,mexican
6221,chinese
38992,italian
38993,spanish
6235,mexican
39005,chinese
6240,mexican
33808,southern_us
6243,italian
39013,southern_us
6246,korean
39016,mexican
39018,southern_us
39019,chinese
39021,mexican
6254,thai
6260,filipino
39029,korean
39036,thai
6270,thai
1045,mexican
39040,indian
6275,italian
6278,thai
39047,indian
6288,italian
39058,italian
6293,french
6294,southern_us
39063,chinese
39064,southern_us
39066,french
11973,french
6512,italian
39075,greek
39082,french
39085,mexican
39093,indian
6326,italian
6327,mexican
39096,indian
39098,italian
6332,italian
39109,mexican
6344,mexican
6346,mexican
6347,japanese
6352,italian
39121,italian
6355,southern_us
6359,chinese
39134,irish
1061,thai
6369,greek
39139,mexican
6372,italian
6376,mexican
39146,japanese
6381,italian
6386,thai
6387,southern_us
6390,mexican
6391,filipino
39161,thai
6394,chinese
6397,italian
39167,mexican
6404,italian
39174,moroccan
39180,southern_us
6413,cajun_creole
6416,thai
6417,mexican
6418,southern_us
6419,spanish
39191,filipino
6424,italian
6426,spanish
39196,indian
39197,indian
6438,chinese
6441,mexican
6443,indian
6446,mexican
6451,chinese
6453,mexican
6457,italian
6467,indian
39237,italian
6472,moroccan
6477,mexican
6479,russian
39251,indian
6484,british
6486,indian
6489,filipino
39262,korean
6499,italian
6500,korean
6501,mexican
6502,UNKNOWN
6504,thai
6506,french
39276,italian
39277,french
39280,southern_us
6514,italian
6520,french
39290,italian
39291,mexican
39295,french
39297,filipino
39299,southern_us
6536,greek
39305,mexican
6543,italian
39312,mexican
6545,italian
39317,southern_us
39320,italian
6559,korean
6561,southern_us
6562,thai
39333,chinese
39337,greek
6570,italian
6571,chinese
6573,italian
6574,korean
6576,chinese
39345,southern_us
6583,french
6585,mexican
6586,chinese
39355,korean
6588,italian
39357,filipino
6590,chinese
6591,italian
6593,japanese
39362,italian
39363,mexican
39367,southern_us
6600,mexican
39372,southern_us
33869,mexican
6610,southern_us
39380,southern_us
6618,thai
39387,indian
39388,korean
6623,southern_us
6626,mexican
39397,mexican
39400,italian
6633,thai
39402,italian
39403,japanese
39408,italian
39412,french
6646,cajun_creole
6648,mexican
6650,italian
39419,french
39421,mexican
6660,southern_us
6662,italian
39431,southern_us
39434,japanese
6669,southern_us
39439,mexican
6675,italian
39445,southern_us
6678,italian
39447,italian
6680,japanese
39452,southern_us
6685,italian
39456,korean
6689,mexican
39463,mexican
39464,jamaican
6700,mexican
39472,southern_us
39473,italian
39474,italian
6770,italian
6710,jamaican
33887,mexican
39487,chinese
39490,mexican
6723,mexican
6727,french
6731,chinese
6735,mexican
39506,italian
6750,cajun_creole
39519,italian
6752,japanese
39525,greek
39533,southern_us
39537,mexican
39538,italian
6781,indian
6785,italian
39556,mexican
39557,japanese
6791,filipino
6792,cajun_creole
39565,southern_us
39567,french
39570,british
6804,japanese
39573,italian
39574,mexican
44825,moroccan
39576,mexican
39577,southern_us
6810,vietnamese
39579,cajun_creole
39582,brazilian
39583,mexican
43872,irish
39588,italian
39591,italian
39594,southern_us
39599,southern_us
39604,cajun_creole
6843,italian
39613,southern_us
6846,french
6847,indian
6849,southern_us
6851,thai
6855,southern_us
6856,french
39629,chinese
6871,italian
6873,irish
6876,french
6880,southern_us
39649,french
39652,italian
39653,vietnamese
6888,mexican
6889,mexican
6895,french
39666,italian
6901,chinese
39670,british
39671,french
39679,italian
6912,thai
6913,southern_us
6915,italian
39689,chinese
39690,italian
6924,mexican
39694,italian
6928,italian
39698,mexican
39699,indian
6936,mexican
44847,japanese
39708,chinese
6942,italian
6947,italian
6948,southern_us
33926,indian
39720,indian
39723,brazilian
39726,chinese
6960,russian
39736,vietnamese
6976,cajun_creole
39745,indian
39747,british
6980,italian
6981,russian
6984,irish
39755,japanese
39758,italian
6995,brazilian
39766,japanese
7000,cajun_creole
7003,mexican
7007,chinese
7010,mexican
39779,japanese
7013,southern_us
39782,southern_us
1169,moroccan
39787,southern_us
39788,mexican
7025,moroccan
7028,korean
7030,jamaican
7031,thai
7034,italian
1173,thai
7046,indian
7048,french
7049,mexican
7050,greek
39819,italian
39820,brazilian
39821,indian
39823,mexican
39829,irish
7062,southern_us
39833,french
39835,french
39836,mexican
39841,italian
39843,italian
7078,thai
23025,thai
39849,cajun_creole
7084,italian
39855,vietnamese
39857,italian
39858,chinese
39859,jamaican
7092,italian
39864,spanish
39865,vietnamese
7098,southern_us
7099,chinese
7100,italian
7108,southern_us
39883,southern_us
7118,italian
7124,southern_us
7125,italian
39895,mexican
39897,irish
7138,italian
6651,french
7140,indian
7141,southern_us
7148,vietnamese
39918,filipino
7151,mexican
7153,indian
7159,french
39931,chinese
39937,filipino
7173,southern_us
39944,greek
39947,cajun_creole
7182,mexican
39951,italian
7184,greek
39956,mexican
7190,mexican
39960,jamaican
39964,french
39965,southern_us
23045,italian
7201,thai
7205,italian
39974,french
7207,indian
39978,indian
7211,french
39983,italian
7216,southern_us
39986,cajun_creole
33971,italian
39988,french
7223,chinese
7224,korean
7226,mexican
40004,italian
7237,moroccan
7239,mexican
40009,mexican
7244,southern_us
7246,cajun_creole
39437,filipino
7249,russian
40018,korean
7252,russian
7256,southern_us
40028,italian
7264,irish
7265,russian
40034,vietnamese
7268,italian
40039,japanese
40041,greek
7274,italian
40043,italian
7278,italian
40052,chinese
40053,indian
7286,indian
38432,italian
7296,italian
1217,italian
40072,italian
12140,indian
40075,greek
40076,mexican
7311,british
40080,southern_us
7314,chinese
7315,british
7316,italian
40086,mexican
40090,mexican
7324,mexican
40093,greek
40095,vietnamese
7328,mexican
7329,mexican
7330,mexican
40100,greek
40101,filipino
40103,italian
7338,mexican
7340,russian
7343,UNKNOWN
33992,italian
7347,italian
7349,french
40119,italian
12148,korean
40122,chinese
7359,greek
7360,indian
40129,filipino
40130,french
40131,cajun_creole
7364,italian
7365,thai
7368,southern_us
7370,indian
40139,indian
7373,brazilian
40142,thai
40160,mexican
40161,mexican
7396,mexican
40168,korean
7402,italian
40178,mexican
7415,italian
40190,southern_us
40192,chinese
7426,mexican
7427,korean
7442,moroccan
40211,mexican
7444,mexican
7445,korean
40215,mexican
35164,mexican
7452,russian
7457,thai
40227,italian
40229,thai
40233,vietnamese
40237,mexican
40240,filipino
40242,southern_us
40246,mexican
40247,russian
40249,indian
7482,italian
7485,french
40255,italian
7493,chinese
40265,cajun_creole
40268,thai
40269,mexican
7502,italian
7503,mexican
7505,french
7510,french
7513,italian
40285,italian
7519,mexican
7524,chinese
40297,thai
12178,mexican
40303,mexican
7537,indian
40308,mexican
7541,chinese
40317,southern_us
40323,russian
7556,italian
40329,japanese
40333,mexican
40336,italian
40340,russian
7574,japanese
7576,brazilian
40345,italian
40347,indian
40348,southern_us
40350,french
40352,indian
40353,french
7589,italian
40358,chinese
7592,mexican
7595,korean
7608,italian
7614,mexican
7617,spanish
7619,italian
7622,southern_us
7626,chinese
40395,mexican
40396,italian
40399,italian
7632,italian
40404,cajun_creole
40406,italian
40408,italian
7641,french
40411,chinese
40422,jamaican
7656,mexican
40432,indian
40433,mexican
40437,vietnamese
40440,southern_us
40442,italian
40444,southern_us
7679,indian
40450,moroccan
7685,jamaican
40454,southern_us
40458,chinese
40459,vietnamese
8985,italian
7694,italian
40467,italian
7700,southern_us
7701,mexican
40470,mexican
40471,italian
7704,southern_us
40473,mexican
40474,italian
7708,italian
7712,southern_us
40483,italian
40489,japanese
40492,mexican
40495,indian
40496,mexican
7742,thai
40511,italian
7747,irish
40518,italian
40521,japanese
40522,southern_us
7758,chinese
7761,thai
40539,mexican
40542,chinese
40547,mexican
40548,indian
40550,mexican
7784,chinese
7785,greek
40554,french
7788,italian
40560,mexican
7794,japanese
7796,irish
7798,italian
7800,mexican
7801,italian
7802,southern_us
34069,chinese
7815,italian
7818,mexican
40597,mexican
40599,indian
7837,thai
40606,brazilian
7839,japanese
7841,korean
1307,russian
7844,italian
7850,moroccan
40620,italian
7853,irish
40625,thai
40628,mexican
7861,indian
40630,indian
45001,italian
7866,mexican
7867,indian
12234,italian
7872,russian
40642,french
40644,chinese
7877,italian
40648,french
40650,vietnamese
40652,mexican
7887,mexican
7889,korean
40661,southern_us
40663,irish
40670,korean
40672,chinese
40680,moroccan
40681,mexican
40683,italian
40684,jamaican
7917,italian
40689,italian
7925,italian
7928,southern_us
7929,italian
7931,indian
34090,mexican
7934,thai
7935,italian
7936,italian
7938,southern_us
1324,southern_us
7946,italian
40715,southern_us
7949,indian
40719,italian
7952,brazilian
40723,mexican
40730,cajun_creole
40731,indian
7965,mexican
40737,thai
7977,japanese
39560,russian
40754,spanish
7989,italian
7991,mexican
7993,italian
7994,jamaican
8003,southern_us
8005,japanese
8006,southern_us
40777,mexican
8010,brazilian
8011,southern_us
40781,chinese
8014,italian
40786,mexican
40788,chinese
8023,japanese
40792,italian
40795,thai
8030,mexican
8034,british
40806,indian
6802,mexican
8046,british
40815,moroccan
40816,spanish
8053,mexican
40826,japanese
8059,korean
40828,british
48278,mexican
8063,indian
40835,cajun_creole
6806,filipino
40841,southern_us
8077,russian
40846,italian
40847,italian
8081,mexican
40850,mexican
8084,italian
40853,indian
40854,italian
40855,italian
8088,mexican
40858,cajun_creole
39578,italian
8096,indian
12272,french
8098,japanese
6811,irish
40868,irish
8105,southern_us
40878,mexican
8119,french
8120,cajun_creole
8123,indian
8128,japanese
8131,italian
40901,mexican
8134,indian
40910,italian
8147,chinese
8150,southern_us
40920,french
40922,japanese
8157,chinese
45051,mexican
8164,italian
40933,southern_us
40936,irish
8170,french
40945,southern_us
8178,mexican
40951,french
8192,greek
40961,southern_us
40971,italian
8204,chinese
8205,southern_us
8207,jamaican
40982,italian
40983,cajun_creole
40984,mexican
8218,irish
40992,southern_us
8225,italian
8227,chinese
40996,italian
8230,italian
8231,italian
8235,mexican
8236,irish
41009,indian
41012,mexican
41013,spanish
41014,chinese
41015,italian
41018,moroccan
41020,mexican
36282,mexican
34145,french
8266,mexican
8267,vietnamese
41036,indian
41038,british
8272,british
8275,mexican
41045,filipino
8281,southern_us
8285,british
39611,southern_us
8292,italian
41067,mexican
8300,cajun_creole
41070,greek
6845,french
41072,irish
8305,mexican
41074,cajun_creole
39614,mexican
8310,mexican
8311,moroccan
8318,southern_us
41087,mexican
41091,italian
8328,southern_us
12311,southern_us
8336,indian
8337,greek
8338,jamaican
8341,italian
8344,chinese
8345,UNKNOWN
8350,southern_us
8351,mexican
8352,french
8356,thai
8362,chinese
41136,mexican
41138,indian
41140,italian
8376,italian
41148,greek
8383,southern_us
8394,spanish
8395,mexican
41165,filipino
41168,mexican
34168,french
8403,chinese
41172,indian
8408,filipino
41177,italian
8410,mexican
41180,italian
8413,italian
8415,french
8416,italian
8420,italian
8423,french
41194,moroccan
8427,greek
41200,southern_us
41203,italian
8436,italian
8438,french
41207,southern_us
8440,italian
8444,chinese
33015,mexican
8448,korean
41217,chinese
41220,french
41226,italian
41230,mexican
41232,mexican
41233,mexican
41236,mexican
41237,mexican
8471,french
8472,italian
41245,japanese
41246,vietnamese
41253,greek
8493,italian
41264,moroccan
8497,korean
41269,indian
41270,italian
41274,japanese
41278,cajun_creole
8517,italian
8520,italian
41289,italian
8523,mexican
41292,southern_us
8527,korean
12345,italian
8538,french
34191,thai
41308,mexican
41309,southern_us
8543,french
8552,greek
8553,french
41323,french
41325,japanese
8559,french
41329,irish
1427,vietnamese
8566,italian
40657,mexican
41339,moroccan
8581,italian
8585,french
41356,southern_us
8591,mexican
41361,mexican
8596,filipino
8599,southern_us
8609,chinese
8610,mexican
41379,mexican
8617,irish
8618,italian
8619,italian
41392,japanese
45128,indian
41395,mexican
8629,spanish
41400,southern_us
41405,mexican
41406,mexican
41409,southern_us
41412,southern_us
41422,mexican
41425,indian
8658,irish
8659,korean
8662,indian
8666,greek
8668,french
12368,french
8676,indian
8680,southern_us
8681,italian
41456,mexican
41457,italian
12371,greek
41460,italian
8693,italian
8695,cajun_creole
8702,indian
8704,mexican
41477,greek
8710,italian
41481,italian
41484,greek
45144,mexican
8731,italian
41501,russian
8734,italian
8738,italian
41509,greek
41515,vietnamese
8749,spanish
8751,irish
8754,french
41525,mexican
41527,filipino
41537,italian
8772,italian
41550,british
41554,filipino
8787,indian
41557,spanish
41559,mexican
41562,southern_us
41563,vietnamese
8796,southern_us
1466,thai
8799,french
8806,japanese
41576,mexican
41580,italian
8816,italian
41589,mexican
41592,italian
41593,cajun_creole
8826,french
8828,french
35411,french
41598,indian
41599,cajun_creole
8836,french
8838,brazilian
8839,italian
8842,cajun_creole
8844,southern_us
8845,italian
8846,moroccan
34243,southern_us
8853,moroccan
41622,chinese
8855,southern_us
41625,mexican
41629,chinese
41630,southern_us
41631,southern_us
23323,greek
8869,italian
41639,italian
41640,southern_us
8873,italian
8874,mexican
8876,mexican
8878,french
8879,indian
39710,cajun_creole
8888,italian
41659,thai
8893,japanese
41662,italian
41665,jamaican
41667,italian
8903,greek
1484,mexican
41676,french
8912,indian
39715,chinese
8918,greek
8919,french
41691,mexican
8924,italian
41697,vietnamese
41698,italian
41700,italian
41702,thai
8935,mexican
41705,italian
41707,mexican
8944,spanish
6952,mexican
41715,italian
41719,southern_us
8955,chinese
8956,italian
8961,irish
8963,french
8965,indian
41735,indian
41741,japanese
8978,indian
8979,moroccan
41748,mexican
41749,italian
41751,mexican
12420,mexican
8986,southern_us
8988,mexican
41762,french
8996,mexican
41765,italian
4206,mexican
41767,chinese
9000,italian
41769,italian
9005,thai
9006,greek
41775,mexican
41776,italian
41779,vietnamese
9015,indian
41786,southern_us
9019,southern_us
41792,mexican
41793,korean
41794,italian
9028,italian
9030,italian
9032,italian
9035,chinese
41804,korean
41805,southern_us
41807,russian
41811,chinese
9045,moroccan
9051,japanese
9057,mexican
41826,indian
9062,southern_us
41831,mexican
41834,mexican
9071,thai
41841,thai
9075,italian
41845,greek
9084,irish
9085,vietnamese
9086,southern_us
41859,mexican
41864,french
41865,british
9101,italian
12440,italian
9110,indian
39748,vietnamese
9116,thai
9117,cajun_creole
41887,italian
9121,indian
41890,mexican
41891,mexican
41894,indian
9128,french
41899,southern_us
41901,italian
9134,indian
9136,mexican
41905,italian
41906,mexican
41907,southern_us
41910,italian
41911,french
45215,southern_us
9149,french
41918,thai
41919,mexican
41923,mexican
9156,UNKNOWN
41930,thai
41932,italian
9166,italian
9169,thai
41939,moroccan
9177,mexican
9178,southern_us
9182,italian
41952,indian
9186,french
9188,southern_us
41966,greek
9200,cajun_creole
9201,indian
41978,italian
9211,british
9212,italian
41984,italian
41988,thai
41992,korean
9228,southern_us
9232,italian
9236,chinese
42005,irish
9245,korean
9246,italian
42018,moroccan
42025,mexican
9258,italian
42028,mexican
42029,french
42030,italian
42032,southern_us
9266,indian
42035,chinese
9268,british
9274,mexican
39775,indian
9278,southern_us
42047,thai
9280,spanish
42052,french
42059,italian
42060,mexican
42062,italian
45240,mexican
42067,french
9302,southern_us
9304,korean
42075,moroccan
42076,southern_us
42078,mexican
9314,mexican
42088,mexican
42090,british
42091,moroccan
9325,spanish
42099,french
42103,mexican
9336,vietnamese
42107,thai
42108,italian
9341,french
42110,italian
9343,italian
42113,greek
42114,italian
9349,korean
9350,greek
9352,vietnamese
42121,indian
42123,chinese
42124,french
9358,chinese
42127,southern_us
9361,mexican
42132,irish
9365,italian
9366,italian
9367,french
42137,indian
42148,filipino
42153,french
42163,southern_us
42167,japanese
42169,korean
42172,indian
9407,japanese
9413,thai
9418,greek
42188,indian
9422,mexican
9423,mexican
42194,southern_us
42196,italian
9431,cajun_creole
9434,italian
42204,vietnamese
42205,filipino
9438,mexican
9448,indian
42219,mexican
9452,indian
9453,mexican
9455,russian
9457,british
9458,japanese
42228,indian
42229,southern_us
9467,italian
42239,indian
42241,japanese
9476,italian
42245,italian
9479,cajun_creole
42251,french
42253,italian
42257,chinese
42259,thai
9493,mexican
9498,italian
9499,cajun_creole
9500,chinese
42270,chinese
9506,italian
42275,mexican
42279,russian
9512,southern_us
9513,italian
42285,spanish
42287,indian
39817,chinese
42297,russian
42299,french
9532,southern_us
9534,italian
42310,italian
42311,mexican
9544,italian
42313,mexican
9547,japanese
9549,italian
9550,mexican
42319,french
9558,southern_us
9561,italian
42330,chinese
42332,southern_us
9565,southern_us
9567,italian
42336,mexican
9570,indian
42339,spanish
9573,italian
42343,korean
9576,cajun_creole
42347,filipino
42349,vietnamese
9583,southern_us
9584,chinese
42354,mexican
42361,mexican
42364,indian
9598,french
42367,thai
42370,italian
42371,chinese
9604,thai
39830,vietnamese
9606,italian
9607,cajun_creole
9610,mexican
9613,mexican
42384,italian
42385,indian
9619,chinese
15596,southern_us
9623,mexican
9624,mexican
9628,indian
42397,italian
9630,italian
42399,british
42405,italian
42406,british
9641,moroccan
42412,french
42413,filipino
42417,italian
42420,southern_us
42423,italian
9663,southern_us
9667,spanish
42436,chinese
42442,mexican
42443,southern_us
42447,southern_us
9681,greek
9683,italian
42455,japanese
42459,southern_us
9698,french
9699,thai
9701,french
42471,chinese
9704,italian
9707,mexican
42478,italian
9715,italian
9719,moroccan
9720,italian
42491,cajun_creole
9724,french
42494,italian
9731,moroccan
9735,mexican
9738,italian
9739,chinese
9748,filipino
42521,mexican
42522,mexican
42523,mexican
42525,southern_us
9758,japanese
42527,southern_us
9764,spanish
42533,chinese
9768,japanese
42538,italian
9771,irish
42540,indian
9773,italian
42546,japanese
42549,indian
9782,italian
9792,italian
9797,italian
9798,southern_us
9799,mexican
42570,french
42571,italian
9805,thai
9807,italian
9809,chinese
9810,french
9811,italian
9816,mexican
42585,mexican
43972,mexican
9825,mexican
42599,indian
9837,cajun_creole
42608,italian
9847,southern_us
9848,mexican
42619,mexican
42624,filipino
42625,brazilian
49429,indian
9863,italian
9867,cajun_creole
9868,italian
42639,chinese
9872,italian
42642,greek
9875,southern_us
9876,british
9880,italian
42650,southern_us
42651,mexican
9885,southern_us
42655,thai
42657,moroccan
42662,chinese
9896,mexican
9897,chinese
42668,greek
42669,moroccan
42670,mexican
42673,french
9909,mexican
9910,italian
9911,indian
42680,mexican
9917,french
42686,chinese
9921,southern_us
42693,japanese
42695,cajun_creole
9928,italian
42701,chinese
42703,mexican
9937,italian
42706,french
42707,UNKNOWN
42710,filipino
9943,british
42713,italian
9951,southern_us
9961,chinese
42731,southern_us
9968,thai
9969,mexican
9970,mexican
9976,mexican
42745,mexican
9979,indian
42748,thai
9982,italian
9985,southern_us
42754,french
9988,mexican
42759,italian
9995,spanish
42765,jamaican
10002,jamaican
42772,italian
10005,chinese
10010,mexican
42784,southern_us
10019,jamaican
10021,mexican
42791,filipino
42792,indian
10026,italian
42795,mexican
10030,thai
42799,mexican
42802,italian
42803,italian
10036,korean
42808,thai
10048,italian
10050,indian
10052,southern_us
42823,italian
10056,italian
10057,indian
42827,italian
42828,brazilian
10066,mexican
39907,spanish
10068,french
10069,indian
42838,italian
10071,UNKNOWN
10072,italian
42841,cajun_creole
10077,spanish
42846,indian
42847,mexican
10080,italian
10084,french
42855,thai
42857,indian
10093,southern_us
10095,brazilian
10096,irish
10097,chinese
42866,chinese
10099,southern_us
42870,korean
42872,mexican
42877,cajun_creole
10110,italian
42882,jamaican
10117,mexican
10118,southern_us
42888,mexican
10128,italian
42898,italian
10138,cajun_creole
42909,french
10143,southern_us
10147,southern_us
10148,italian
10157,mexican
10158,italian
10159,indian
10162,chinese
42932,mexican
10166,spanish
10170,italian
10171,irish
42940,jamaican
42942,french
10180,italian
10181,mexican
10185,thai
42955,french
42956,chinese
42957,mexican
10195,filipino
10196,southern_us
42965,italian
42969,indian
10202,italian
42971,southern_us
10206,indian
10209,italian
7163,mexican
10212,southern_us
10213,japanese
42983,japanese
42985,french
42986,indian
42988,mexican
10230,french
43002,greek
43012,italian
10245,mexican
16708,mexican
43018,indian
43019,mexican
10255,irish
43027,southern_us
10261,cajun_creole
43031,jamaican
43037,chinese
10270,cajun_creole
43045,thai
10279,italian
10280,korean
10282,mexican
43052,thai
43054,italian
43057,french
43063,french
10296,italian
10299,greek
10300,mexican
43069,irish
10308,italian
10309,thai
45409,mexican
10314,thai
43084,chinese
10317,vietnamese
43086,british
10319,greek
10321,indian
43090,mexican
43093,irish
10326,thai
43095,mexican
10328,indian
43100,mexican
10334,southern_us
43106,brazilian
10340,italian
43115,southern_us
43121,cajun_creole
10358,spanish
10361,thai
43132,chinese
10369,mexican
43142,mexican
10375,spanish
43145,italian
43147,indian
10380,mexican
10383,korean
10388,vietnamese
10393,mexican
10396,italian
10399,chinese
10401,chinese
43172,chinese
10405,mexican
10408,mexican
12349,mexican
10421,british
10427,chinese
10429,southern_us
10431,italian
10438,greek
10439,french
34508,spanish
43213,mexican
10446,southern_us
10448,italian
10451,indian
10457,italian
10458,thai
43229,cajun_creole
43230,greek
10467,indian
43237,mexican
43238,southern_us
10471,chinese
10474,italian
10475,vietnamese
10476,mexican
10478,thai
10483,italian
10485,russian
10489,mexican
43260,chinese
43265,italian
10499,chinese
10502,french
10503,french
10505,chinese
10509,french
10510,chinese
10514,italian
43283,chinese
43293,italian
43296,indian
43301,southern_us
10543,southern_us
10545,japanese
43318,italian
43320,italian
10553,italian
34527,mexican
10556,mexican
43325,mexican
10560,indian
10562,french
10565,vietnamese
10567,mexican
45452,japanese
10572,italian
43341,mexican
43350,indian
43351,italian
43352,southern_us
43354,cajun_creole
43360,indian
10594,chinese
10600,french
10602,cajun_creole
10606,cajun_creole
43377,cajun_creole
10616,italian
10618,brazilian
43388,mexican
10629,mexican
10631,filipino
10632,mexican
43401,mexican
43403,italian
43407,indian
10640,korean
12696,southern_us
10646,mexican
10647,chinese
10649,french
10650,greek
43422,indian
43425,vietnamese
43428,spanish
10665,jamaican
43438,brazilian
10675,mexican
10678,mexican
43452,moroccan
10685,mexican
43454,cajun_creole
10691,indian
43462,moroccan
43463,italian
10703,korean
10709,mexican
43481,russian
43482,indian
10717,southern_us
43488,italian
43491,chinese
10724,indian
43495,italian
43500,french
10733,vietnamese
10734,indian
43503,southern_us
10738,italian
10740,southern_us
10743,irish
10744,italian
43513,southern_us
37606,italian
10749,thai
43518,southern_us
43525,british
43531,jamaican
43533,korean
43534,southern_us
10767,indian
10768,mexican
10774,irish
43549,southern_us
43553,italian
43562,thai
43563,italian
10800,greek
43570,korean
43574,japanese
1801,mexican
10810,french
43585,southern_us
10819,chinese
43589,italian
43592,moroccan
43594,mexican
10841,spanish
43610,filipino
10843,jamaican
43615,italian
10848,italian
43617,chinese
10852,italian
43621,mexican
10856,mexican
10859,italian
43628,italian
10861,mexican
10863,italian
10865,french
10871,brazilian
10875,thai
9091,southern_us
10878,mexican
10879,chinese
10882,italian
43660,italian
37461,indian
10896,indian
43666,greek
43668,french
43675,mexican
43676,mexican
43678,cajun_creole
10911,mexican
10922,mexican
43697,italian
10933,japanese
10935,japanese
10939,southern_us
43708,indian
10942,indian
10943,vietnamese
43715,japanese
43716,spanish
10950,italian
43722,french
10955,french
10961,japanese
10964,thai
45518,italian
10967,korean
10968,mexican
43738,mexican
43739,indian
10974,british
10980,mexican
10983,japanese
43757,italian
43758,mexican
10993,thai
10994,korean
43764,french
45524,brazilian
11006,vietnamese
43778,greek
11011,italian
11014,mexican
43783,italian
11016,southern_us
43785,french
11018,japanese
43787,italian
43791,italian
43792,french
43796,indian
43807,mexican
11040,japanese
11041,brazilian
11045,southern_us
11046,southern_us
43815,french
11053,japanese
43822,italian
45533,mexican
11056,mexican
43827,mexican
11061,moroccan
11062,southern_us
43833,chinese
43836,italian
11071,italian
11072,japanese
43841,french
11076,italian
43848,chinese
11081,indian
11083,italian
12770,southern_us
1848,cajun_creole
11095,chinese
11098,chinese
11102,french
43871,southern_us
11104,mexican
43874,mexican
43875,chinese
43877,italian
43879,italian
11112,mexican
43889,italian
11125,italian
11126,mexican
43897,japanese
11132,italian
11134,mexican
43903,mexican
11136,mexican
43906,jamaican
43908,cajun_creole
43909,spanish
43910,french
43911,southern_us
11145,southern_us
43915,italian
43916,cajun_creole
11150,mexican
11151,cajun_creole
11153,mexican
11154,southern_us
43924,chinese
11162,southern_us
43932,southern_us
11165,mexican
11173,indian
43947,vietnamese
11183,indian
43956,mexican
11191,japanese
11194,indian
11196,indian
11197,italian
11201,mexican
11204,italian
11208,indian
43979,indian
11213,mexican
11215,chinese
11216,italian
11217,chinese
11218,russian
43987,french
11223,mexican
43992,chinese
18255,french
44004,southern_us
11239,chinese
44010,chinese
11244,french
44013,japanese
44022,mexican
11258,vietnamese
44030,italian
44031,jamaican
11265,italian
44037,italian
44038,italian
44040,irish
44041,french
11275,french
11278,cajun_creole
44048,italian
44052,italian
11288,italian
44059,southern_us
11292,indian
11297,chinese
44066,mexican
11299,spanish
44069,italian
11307,southern_us
44077,mexican
11310,italian
44080,southern_us
11314,mexican
44083,chinese
